lead_id,source,course_interested,city,budget_range,lead_score,first_contact_date,response_time_hours,num_follow_ups,converted,conversion_date,revenue
LD10262,Instagram Ads,Full Stack Development,Ahmedabad,30k-50k,89,2026-06-28,1.5,2,N,,0
LD10263,Walk-in,Data Science Bootcamp,Delhi NCR,15k-30k,61,2026-02-08,34.8,1,N,,0
LD10264,Instagram Ads,Full Stack Development,Kolkata,15k-30k,78,2025-12-13,43.3,6,N,,0
LD10265,Organic Search,Data Science Bootcamp,Pune,15k-30k,35,2026-06-15,16.6,6,N,,0
LD10266,Google Ads,Digital Marketing,Hyderabad,15k-30k,55,2026-05-11,19.0,5,N,,0
LD10267,Google Ads,Data Science Bootcamp,Delhi NCR,15k-30k,46,2026-04-15,11.5,0,N,,0
LD10268,Google Ads,Power BI & Tableau,Ahmedabad,30k-50k,41,2026-07-27,11.8,2,N,,0
LD10269,Referral,Data Science Bootcamp,Delhi NCR,50k+,48,2026-04-27,0.1,0,N,,0
LD10270,Referral,Full Stack Development,Delhi NCR,50k+,39,2025-11-02,12.9,3,N,,0
LD10271,Instagram Ads,Power BI & Tableau,Ahmedabad,50k+,40,2026-06-11,7.6,5,N,,0
LD10272,Google Ads,Data Science Bootcamp,Kolkata,<15k,24,2026-01-20,42.9,6,N,,0
LD10273,Instagram Ads,Full Stack Development,Delhi NCR,30k-50k,40,2026-04-30,5.4,1,N,,0
LD10274,Google Ads,Data Science Bootcamp,Mumbai,<15k,61,2026-07-14,8.3,2,Y,2026-07-15,11651
LD10275,Walk-in,Full Stack Development,Delhi NCR,<15k,69,2025-12-06,19.9,3,N,,0
LD10276,LinkedIn,Power BI & Tableau,Pune,<15k,59,2025-12-01,23.2,2,N,,0
LD10277,Instagram Ads,Python for Data Analysis,Delhi NCR,50k+,15,2025-11-29,0.2,3,N,,0
LD10278,Organic Search,Business Analytics,Ahmedabad,50k+,69,2026-03-31,33.6,4,N,,0
LD10279,Google Ads,Data Science Bootcamp,Chennai,50k+,86,2026-01-13,28.8,6,N,,0
LD10280,Google Ads,Python for Data Analysis,Chennai,30k-50k,70,2026-04-14,3.3,3,Y,2026-04-15,41166
LD10281,Referral,Full Stack Development,Pune,<15k,77,2026-05-14,7.5,1,N,,0
LD10282,Google Ads,Digital Marketing,Ahmedabad,50k+,31,2025-12-25,4.4,3,N,,0
LD10283,Instagram Ads,Digital Marketing,Bengaluru,50k+,53,2026-04-22,12.7,2,N,,0
LD10284,Instagram Ads,Python for Data Analysis,Chennai,<15k,47,2026-01-11,25.4,3,N,,0
LD10285,Google Ads,Digital Marketing,Hyderabad,30k-50k,65,2026-03-13,39.5,6,N,,0
LD10286,Referral,Python for Data Analysis,Ahmedabad,<15k,14,2026-07-05,14.0,4,N,,0
LD10287,Instagram Ads,Python for Data Analysis,Mumbai,<15k,51,2026-06-18,7.5,4,N,,0
LD10288,Google Ads,Power BI & Tableau,Ahmedabad,30k-50k,32,2025-11-25,9.2,5,N,,0
LD10289,Instagram Ads,Full Stack Development,Bengaluru,50k+,47,2026-02-23,11.6,5,N,,0
LD10290,Instagram Ads,Business Analytics,Pune,30k-50k,60,2026-01-14,37.7,4,N,,0
LD10291,Referral,Digital Marketing,Ahmedabad,50k+,59,2025-10-31,8.5,2,N,,0
LD10292,Referral,Data Science Bootcamp,Mumbai,<15k,6,2026-05-29,36.1,6,N,,0
LD10293,LinkedIn,Full Stack Development,Delhi NCR,15k-30k,52,2026-04-22,10.4,2,N,,0
LD10294,Referral,Power BI & Tableau,Kolkata,<15k,75,2026-01-10,47.0,0,N,,0
LD10295,Organic Search,Data Science Bootcamp,Hyderabad,15k-30k,77,2026-05-21,23.1,2,N,,0
LD10296,Instagram Ads,Python for Data Analysis,Pune,<15k,44,2026-03-30,56.8,0,N,,0
LD10297,Organic Search,Python for Data Analysis,Delhi NCR,30k-50k,69,2026-02-24,31.7,1,N,,0
LD10298,Instagram Ads,Python for Data Analysis,Ahmedabad,50k+,65,2025-11-02,25.2,5,N,,0
LD10299,Instagram Ads,Business Analytics,Pune,50k+,39,2025-11-20,9.4,1,N,,0
LD10300,Walk-in,Python for Data Analysis,Pune,15k-30k,48,2026-06-29,1.4,3,N,,0
LD10301,Organic Search,Data Science Bootcamp,Kolkata,30k-50k,22,2026-07-04,22.1,1,N,,0
LD10302,Google Ads,Digital Marketing,Bengaluru,30k-50k,39,2026-03-28,29.3,5,N,,0
LD10303,Walk-in,Digital Marketing,Ahmedabad,30k-50k,55,2026-06-15,16.7,2,N,,0
LD10304,Referral,Business Analytics,Ahmedabad,50k+,75,2026-04-08,17.6,1,Y,2026-04-17,69192
LD10305,LinkedIn,Digital Marketing,Kolkata,30k-50k,18,2025-12-10,14.5,3,N,,0
LD10306,Referral,Python for Data Analysis,Mumbai,30k-50k,54,2025-12-04,1.0,2,N,,0
LD10307,Instagram Ads,Full Stack Development,Kolkata,15k-30k,71,2026-01-23,5.8,1,N,,0
LD10308,Instagram Ads,Business Analytics,Bengaluru,50k+,37,2026-07-03,8.0,5,N,,0
LD10309,Google Ads,Digital Marketing,Kolkata,50k+,86,2026-06-05,59.9,2,N,,0
LD10310,Instagram Ads,Python for Data Analysis,Ahmedabad,15k-30k,28,2026-06-22,3.3,7,N,,0
LD10311,Referral,Data Science Bootcamp,Chennai,15k-30k,43,2026-07-03,0.9,4,N,,0
LD10312,Instagram Ads,Data Science Bootcamp,Hyderabad,50k+,30,2025-12-27,26.3,4,N,,0
LD10313,LinkedIn,Power BI & Tableau,Bengaluru,50k+,80,2026-01-07,4.4,3,Y,2026-01-15,63636
LD10314,Organic Search,Full Stack Development,Kolkata,15k-30k,71,2025-11-28,4.0,3,Y,2025-12-04,20977
LD10315,LinkedIn,Full Stack Development,Hyderabad,15k-30k,50,2026-05-31,0.3,2,N,,0
LD10316,Google Ads,Python for Data Analysis,Chennai,30k-50k,35,2026-06-29,13.6,1,N,,0
LD10317,Walk-in,Power BI & Tableau,Hyderabad,50k+,50,2026-02-18,13.2,6,N,,0
LD10318,Instagram Ads,Digital Marketing,Chennai,50k+,58,2026-04-18,6.2,4,N,,0
LD10319,Referral,Full Stack Development,Bengaluru,50k+,58,2025-12-12,65.8,1,N,,0
LD10320,Google Ads,Power BI & Tableau,Mumbai,<15k,59,2026-07-11,9.1,1,N,,0
LD10321,Instagram Ads,Full Stack Development,Mumbai,30k-50k,65,2026-06-24,11.9,2,Y,2026-06-28,37803
LD10322,Instagram Ads,Full Stack Development,Kolkata,<15k,56,2026-07-24,2.7,3,N,,0
LD10323,Referral,Data Science Bootcamp,Ahmedabad,<15k,74,2026-06-09,8.8,4,N,,0
LD10324,Instagram Ads,Business Analytics,Bengaluru,30k-50k,53,2026-06-28,2.9,0,N,,0
LD10325,Google Ads,Data Science Bootcamp,Bengaluru,30k-50k,51,2025-11-06,2.6,4,N,,0
LD10326,Google Ads,Digital Marketing,Chennai,30k-50k,47,2026-05-20,14.2,1,N,,0
LD10327,Google Ads,Python for Data Analysis,Mumbai,15k-30k,46,2026-01-29,4.2,1,N,,0
LD10328,Instagram Ads,Power BI & Tableau,Pune,50k+,66,2026-07-12,54.4,5,N,,0
LD10329,Instagram Ads,Business Analytics,Hyderabad,15k-30k,53,2026-06-07,17.5,8,N,,0
LD10330,Instagram Ads,Power BI & Tableau,Mumbai,50k+,30,2026-06-23,18.4,3,N,,0
LD10331,Instagram Ads,Python for Data Analysis,Mumbai,15k-30k,41,2026-06-09,0.2,3,N,,0
LD10332,Organic Search,Python for Data Analysis,Ahmedabad,30k-50k,33,2026-01-11,1.8,1,N,,0
LD10333,Organic Search,Digital Marketing,Ahmedabad,<15k,42,2026-06-02,2.3,4,N,,0
LD10334,Organic Search,Digital Marketing,Hyderabad,15k-30k,81,2025-11-29,45.1,4,N,,0
LD10335,Google Ads,Python for Data Analysis,Delhi NCR,30k-50k,24,2026-06-26,19.2,1,Y,2026-06-27,37401
LD10336,LinkedIn,Full Stack Development,Delhi NCR,50k+,55,2026-06-22,6.0,6,N,,0
LD10337,LinkedIn,Python for Data Analysis,Mumbai,30k-50k,29,2025-12-30,52.7,5,N,,0
LD10338,LinkedIn,Python for Data Analysis,Hyderabad,50k+,62,2026-06-10,4.2,1,N,,0
LD10339,Referral,Business Analytics,Chennai,50k+,57,2026-03-05,9.5,6,Y,2026-03-09,58988
LD10340,Instagram Ads,Power BI & Tableau,Delhi NCR,30k-50k,76,2026-01-22,26.1,0,N,,0
LD10341,Referral,Data Science Bootcamp,Delhi NCR,50k+,68,2026-06-05,1.0,3,N,,0
LD10342,LinkedIn,Data Science Bootcamp,Ahmedabad,<15k,32,2026-01-01,9.9,4,N,,0
LD10343,LinkedIn,Digital Marketing,Chennai,15k-30k,91,2025-11-06,29.6,5,N,,0
LD10344,Organic Search,Business Analytics,Delhi NCR,15k-30k,62,2025-12-22,15.8,1,N,,0
LD10345,Referral,Full Stack Development,Hyderabad,15k-30k,8,2026-01-28,6.3,3,N,,0
LD10346,LinkedIn,Full Stack Development,Delhi NCR,<15k,58,2026-06-23,21.5,6,N,,0
LD10347,Instagram Ads,Python for Data Analysis,Chennai,<15k,33,2026-07-21,7.6,7,N,,0
LD10348,Organic Search,Full Stack Development,Hyderabad,15k-30k,47,2026-01-15,8.7,0,N,,0
LD10349,Instagram Ads,Digital Marketing,Kolkata,30k-50k,91,2026-04-24,21.9,5,N,,0
LD10350,Instagram Ads,Business Analytics,Pune,15k-30k,55,2026-02-17,29.0,2,N,,0
LD10351,Instagram Ads,Power BI & Tableau,Delhi NCR,30k-50k,77,2026-07-25,6.7,4,N,,0
LD10352,LinkedIn,Business Analytics,Ahmedabad,30k-50k,93,2026-03-26,0.2,1,N,,0
LD10353,Google Ads,Digital Marketing,Hyderabad,30k-50k,44,2026-07-14,6.6,4,N,,0
LD10354,Google Ads,Python for Data Analysis,Pune,<15k,20,2025-12-01,1.0,5,N,,0
LD10355,Organic Search,Business Analytics,Chennai,50k+,28,2026-07-22,1.9,2,N,,0
LD10356,Instagram Ads,Data Science Bootcamp,Bengaluru,50k+,56,2025-12-18,9.3,4,N,,0
LD10357,Instagram Ads,Digital Marketing,Ahmedabad,<15k,40,2026-07-20,11.9,3,N,,0
LD10358,Walk-in,Digital Marketing,Kolkata,30k-50k,58,2026-01-11,6.4,2,N,,0
LD10359,Instagram Ads,Full Stack Development,Hyderabad,30k-50k,68,2025-11-29,0.3,5,N,,0
LD10360,Walk-in,Full Stack Development,Ahmedabad,15k-30k,24,2026-02-26,2.0,4,N,,0
LD10361,Organic Search,Data Science Bootcamp,Mumbai,30k-50k,24,2026-05-17,20.5,1,N,,0
LD10362,Walk-in,Full Stack Development,Ahmedabad,<15k,65,2026-01-24,9.2,4,Y,2026-01-28,11022
LD10363,Organic Search,Full Stack Development,Kolkata,30k-50k,89,2026-04-14,44.3,2,N,,0
LD10364,Instagram Ads,Data Science Bootcamp,Bengaluru,15k-30k,82,2026-03-19,22.5,1,N,,0
LD10365,Organic Search,Data Science Bootcamp,Ahmedabad,30k-50k,89,2026-02-13,0.2,2,N,,0
LD10366,Organic Search,Data Science Bootcamp,Mumbai,<15k,48,2026-04-06,1.5,7,N,,0
LD10367,Organic Search,Power BI & Tableau,Kolkata,15k-30k,58,2026-01-08,13.3,1,N,,0
LD10368,Instagram Ads,Python for Data Analysis,Kolkata,30k-50k,70,2026-05-12,8.3,5,N,,0
LD10369,Google Ads,Power BI & Tableau,Kolkata,15k-30k,44,2025-10-31,10.5,2,N,,0
LD10370,Instagram Ads,Full Stack Development,Ahmedabad,<15k,72,2026-07-10,6.4,1,N,,0
LD10371,Walk-in,Power BI & Tableau,Delhi NCR,50k+,65,2026-03-26,2.0,4,N,,0
LD10372,LinkedIn,Data Science Bootcamp,Mumbai,30k-50k,34,2026-05-15,20.8,1,N,,0
LD10373,Instagram Ads,Python for Data Analysis,Mumbai,50k+,65,2026-05-21,13.0,4,N,,0
LD10374,Google Ads,Digital Marketing,Chennai,<15k,49,2026-05-02,7.9,3,N,,0
LD10375,Referral,Power BI & Tableau,Bengaluru,30k-50k,32,2026-02-07,12.6,6,N,,0
LD10376,Instagram Ads,Python for Data Analysis,Mumbai,30k-50k,62,2025-11-19,21.3,1,N,,0
LD10377,Instagram Ads,Data Science Bootcamp,Hyderabad,50k+,49,2026-04-30,22.8,3,N,,0
LD10378,Instagram Ads,Full Stack Development,Bengaluru,15k-30k,63,2026-01-29,4.5,3,N,,0
LD10379,Instagram Ads,Data Science Bootcamp,Mumbai,30k-50k,76,2026-01-24,4.5,5,Y,2026-01-29,39295
LD10380,LinkedIn,Business Analytics,Hyderabad,15k-30k,76,2026-06-19,18.0,2,Y,2026-06-22,20428
LD10381,Organic Search,Power BI & Tableau,Mumbai,15k-30k,49,2026-05-15,4.2,3,N,,0
LD10382,Instagram Ads,Business Analytics,Pune,30k-50k,53,2026-01-20,11.6,4,N,,0
LD10383,Referral,Power BI & Tableau,Delhi NCR,<15k,61,2026-01-23,32.6,5,N,,0
LD10384,Google Ads,Business Analytics,Delhi NCR,15k-30k,49,2026-02-19,1.4,4,N,,0
LD10385,Google Ads,Business Analytics,Bengaluru,<15k,51,2026-02-17,14.0,2,N,,0
LD10386,Google Ads,Business Analytics,Chennai,<15k,41,2026-01-19,105.7,2,N,,0
LD10387,Google Ads,Business Analytics,Bengaluru,30k-50k,68,2025-12-04,1.3,5,N,,0
LD10388,Instagram Ads,Business Analytics,Bengaluru,30k-50k,32,2026-02-22,29.4,2,N,,0
LD10389,Referral,Business Analytics,Hyderabad,50k+,76,2026-07-14,27.4,3,N,,0
LD10390,Instagram Ads,Full Stack Development,Ahmedabad,<15k,85,2026-05-03,3.9,9,N,,0
LD10391,Organic Search,Python for Data Analysis,Hyderabad,30k-50k,47,2026-07-04,5.7,2,N,,0
LD10392,Referral,Python for Data Analysis,Bengaluru,15k-30k,26,2026-04-17,3.7,2,N,,0
LD10393,Organic Search,Full Stack Development,Ahmedabad,30k-50k,58,2026-01-21,28.6,2,N,,0
LD10394,Instagram Ads,Full Stack Development,Bengaluru,<15k,66,2026-03-29,3.8,3,N,,0
LD10395,LinkedIn,Python for Data Analysis,Kolkata,50k+,36,2025-10-31,27.1,2,N,,0
LD10396,Instagram Ads,Full Stack Development,Ahmedabad,<15k,83,2026-01-17,5.4,0,N,,0
LD10397,Instagram Ads,Full Stack Development,Hyderabad,50k+,30,2026-02-25,14.7,0,N,,0
LD10398,LinkedIn,Data Science Bootcamp,Pune,30k-50k,78,2026-04-07,7.1,6,Y,2026-05-25,38613
LD10399,Organic Search,Data Science Bootcamp,Delhi NCR,15k-30k,34,2026-04-27,29.6,3,Y,2026-05-01,23248
LD10400,Referral,Power BI & Tableau,Kolkata,30k-50k,50,2026-03-06,6.8,2,N,,0
LD10401,Referral,Power BI & Tableau,Ahmedabad,30k-50k,62,2026-02-28,25.9,0,N,,0
LD10402,Referral,Power BI & Tableau,Hyderabad,50k+,76,2025-12-28,36.0,6,N,,0
LD10403,Referral,Full Stack Development,Mumbai,<15k,77,2026-03-09,47.4,3,N,,0
LD10404,Referral,Python for Data Analysis,Mumbai,50k+,65,2026-07-04,1.0,5,Y,2026-07-13,67562
LD10405,Referral,Python for Data Analysis,Ahmedabad,30k-50k,47,2026-06-05,5.8,3,N,,0
LD10406,LinkedIn,Python for Data Analysis,Hyderabad,50k+,91,2025-12-16,3.3,0,N,,0
LD10407,Referral,Digital Marketing,Chennai,50k+,21,2025-11-23,21.6,6,N,,0
LD10408,Referral,Full Stack Development,Chennai,30k-50k,65,2026-03-20,16.2,1,Y,2026-03-24,36676
LD10409,Referral,Business Analytics,Hyderabad,50k+,37,2026-04-21,38.3,5,N,,0
LD10410,Walk-in,Data Science Bootcamp,Hyderabad,<15k,74,2026-01-30,0.5,5,N,,0
LD10411,Instagram Ads,Python for Data Analysis,Chennai,<15k,51,2026-06-11,66.6,4,N,,0
LD10412,Instagram Ads,Business Analytics,Chennai,<15k,24,2026-05-24,3.3,4,N,,0
LD10413,Organic Search,Full Stack Development,Kolkata,<15k,39,2026-05-02,7.1,2,N,,0
LD10414,Instagram Ads,Digital Marketing,Bengaluru,50k+,29,2025-12-31,4.3,2,N,,0
LD10415,Instagram Ads,Digital Marketing,Chennai,30k-50k,58,2025-12-24,1.6,4,Y,2025-12-31,38189
LD10416,Google Ads,Data Science Bootcamp,Pune,15k-30k,100,2025-11-06,1.5,3,N,,0
LD10417,Google Ads,Full Stack Development,Mumbai,50k+,49,2026-01-05,23.2,5,N,,0
LD10418,Google Ads,Data Science Bootcamp,Chennai,30k-50k,71,2026-03-09,24.4,5,N,,0
LD10419,Google Ads,Data Science Bootcamp,Mumbai,30k-50k,93,2026-06-19,25.9,1,N,,0
LD10420,Referral,Python for Data Analysis,Delhi NCR,<15k,87,2025-11-19,4.7,3,N,,0
LD10421,Instagram Ads,Data Science Bootcamp,Delhi NCR,15k-30k,44,2026-02-21,5.9,1,N,,0
LD10422,Walk-in,Full Stack Development,Chennai,30k-50k,71,2026-04-20,15.2,2,N,,0
LD10423,Instagram Ads,Digital Marketing,Pune,<15k,63,2025-12-23,14.6,4,N,,0
LD10424,Instagram Ads,Business Analytics,Hyderabad,50k+,48,2026-05-09,0.0,4,N,,0
LD10425,Google Ads,Business Analytics,Hyderabad,<15k,36,2026-03-14,1.8,2,N,,0
LD10426,LinkedIn,Full Stack Development,Kolkata,15k-30k,41,2026-01-05,11.4,3,N,,0
LD10427,Referral,Python for Data Analysis,Chennai,50k+,57,2026-04-28,139.0,3,N,,0
LD10428,LinkedIn,Business Analytics,Delhi NCR,30k-50k,12,2025-11-01,12.8,1,Y,2025-11-07,39505
LD10429,LinkedIn,Full Stack Development,Hyderabad,30k-50k,23,2026-05-24,3.2,0,Y,2026-06-03,36892
LD10430,Referral,Data Science Bootcamp,Pune,15k-30k,48,2026-05-29,5.9,3,N,,0
LD10431,Instagram Ads,Power BI & Tableau,Hyderabad,<15k,56,2025-11-29,26.7,4,N,,0
LD10432,Instagram Ads,Digital Marketing,Kolkata,50k+,80,2026-02-24,7.6,0,N,,0
LD10433,Organic Search,Python for Data Analysis,Kolkata,50k+,61,2025-12-18,48.7,3,N,,0
LD10434,Google Ads,Digital Marketing,Hyderabad,15k-30k,65,2026-07-19,59.5,0,N,,0
LD10435,Organic Search,Digital Marketing,Hyderabad,50k+,22,2026-03-21,17.5,3,N,,0
LD10436,LinkedIn,Digital Marketing,Delhi NCR,50k+,47,2025-11-13,49.3,3,N,,0
LD10437,Instagram Ads,Data Science Bootcamp,Kolkata,15k-30k,51,2026-01-07,16.3,3,N,,0
LD10438,Organic Search,Power BI & Tableau,Bengaluru,<15k,22,2026-06-19,25.2,4,Y,2026-06-21,12392
LD10439,Google Ads,Business Analytics,Mumbai,30k-50k,44,2026-03-04,9.3,5,N,,0
LD10440,Google Ads,Business Analytics,Delhi NCR,30k-50k,45,2026-06-06,32.0,2,N,,0
LD10441,Google Ads,Digital Marketing,Bengaluru,<15k,57,2026-05-01,6.4,2,N,,0
LD10442,Google Ads,Python for Data Analysis,Pune,50k+,34,2026-07-27,23.8,7,Y,2026-08-09,68912
LD10443,Instagram Ads,Business Analytics,Mumbai,50k+,57,2026-04-11,15.5,3,N,,0
LD10444,Instagram Ads,Power BI & Tableau,Hyderabad,30k-50k,41,2026-07-17,19.4,2,N,,0
LD10445,Google Ads,Python for Data Analysis,Kolkata,<15k,46,2026-07-01,50.1,5,N,,0
LD10446,Referral,Data Science Bootcamp,Hyderabad,50k+,92,2026-04-16,5.2,5,Y,2026-04-28,62766
LD10447,Instagram Ads,Digital Marketing,Kolkata,50k+,79,2026-05-15,1.6,3,N,,0
LD10448,Google Ads,Full Stack Development,Delhi NCR,50k+,45,2026-03-17,11.1,2,N,,0
LD10449,Organic Search,Data Science Bootcamp,Bengaluru,50k+,5,2026-06-14,13.7,0,N,,0
LD10450,Organic Search,Digital Marketing,Ahmedabad,15k-30k,41,2026-03-29,63.8,2,N,,0
LD10451,Instagram Ads,Full Stack Development,Hyderabad,30k-50k,69,2026-07-02,17.1,2,N,,0
LD10452,LinkedIn,Python for Data Analysis,Mumbai,<15k,14,2026-05-22,30.3,3,N,,0
LD10453,Google Ads,Python for Data Analysis,Hyderabad,50k+,30,2026-03-09,20.3,1,N,,0
LD10454,LinkedIn,Python for Data Analysis,Chennai,30k-50k,47,2026-01-09,0.8,3,Y,2026-01-14,41851
LD10455,Walk-in,Business Analytics,Pune,30k-50k,40,2026-01-06,4.5,7,N,,0
LD10456,LinkedIn,Data Science Bootcamp,Mumbai,<15k,91,2026-04-23,2.9,6,N,,0
LD10457,Google Ads,Digital Marketing,Pune,30k-50k,85,2026-05-28,13.0,3,N,,0
LD10458,Organic Search,Business Analytics,Pune,<15k,41,2026-03-22,29.5,5,N,,0
LD10459,Organic Search,Digital Marketing,Pune,15k-30k,29,2026-04-20,21.0,2,N,,0
LD10460,Referral,Power BI & Tableau,Hyderabad,15k-30k,66,2026-01-13,9.7,1,N,,0
LD10461,Organic Search,Business Analytics,Ahmedabad,50k+,75,2025-11-21,41.1,1,N,,0
LD10462,Instagram Ads,Power BI & Tableau,Chennai,50k+,88,2026-01-17,0.4,3,N,,0
LD10463,Walk-in,Full Stack Development,Pune,30k-50k,16,2026-01-13,9.8,1,Y,2026-01-20,36090
LD10464,Organic Search,Python for Data Analysis,Ahmedabad,<15k,81,2026-01-26,6.6,0,N,,0
LD10465,Google Ads,Python for Data Analysis,Delhi NCR,30k-50k,50,2026-03-27,65.6,3,N,,0
LD10466,Instagram Ads,Power BI & Tableau,Chennai,<15k,70,2025-12-07,10.0,3,N,,0
LD10467,Walk-in,Power BI & Tableau,Delhi NCR,<15k,68,2026-01-02,1.8,3,Y,2026-01-07,11861
LD10468,Google Ads,Python for Data Analysis,Bengaluru,50k+,39,2026-05-08,9.0,2,N,,0
LD10469,Organic Search,Data Science Bootcamp,Delhi NCR,30k-50k,31,2026-05-11,3.0,1,N,,0
LD10470,Instagram Ads,Data Science Bootcamp,Kolkata,<15k,19,2025-11-17,0.6,3,N,,0
LD10471,LinkedIn,Python for Data Analysis,Ahmedabad,<15k,70,2026-02-19,40.7,2,N,,0
LD10472,Organic Search,Power BI & Tableau,Chennai,15k-30k,32,2026-03-28,31.3,2,N,,0
LD10473,Organic Search,Power BI & Tableau,Pune,50k+,67,2026-02-21,5.7,2,N,,0
LD10474,LinkedIn,Data Science Bootcamp,Hyderabad,50k+,77,2025-12-26,6.2,4,N,,0
LD10475,LinkedIn,Digital Marketing,Pune,<15k,35,2026-02-22,4.1,5,N,,0
LD10476,Instagram Ads,Data Science Bootcamp,Ahmedabad,15k-30k,41,2026-07-05,36.1,1,N,,0
LD10477,Organic Search,Python for Data Analysis,Chennai,15k-30k,21,2026-04-08,33.8,5,N,,0
LD10478,Instagram Ads,Digital Marketing,Kolkata,30k-50k,44,2026-05-08,21.2,3,Y,2026-05-09,40847
LD10479,LinkedIn,Python for Data Analysis,Bengaluru,30k-50k,48,2026-06-21,0.8,4,Y,2026-06-24,36222
LD10480,Referral,Full Stack Development,Hyderabad,30k-50k,54,2026-05-28,10.0,2,N,,0
LD10481,Walk-in,Digital Marketing,Kolkata,<15k,58,2026-02-11,0.9,4,N,,0
LD10482,LinkedIn,Digital Marketing,Pune,30k-50k,39,2025-11-01,9.4,2,N,,0
LD10483,Organic Search,Digital Marketing,Pune,<15k,37,2026-02-04,41.5,5,N,,0
LD10484,Referral,Digital Marketing,Kolkata,30k-50k,40,2026-05-24,16.2,0,N,,0
LD10485,Google Ads,Business Analytics,Delhi NCR,<15k,59,2026-06-20,19.7,2,N,,0
LD10486,Google Ads,Power BI & Tableau,Chennai,50k+,67,2026-07-18,23.5,2,N,,0
LD10487,Google Ads,Business Analytics,Kolkata,<15k,78,2026-02-22,5.3,0,N,,0
LD10488,Referral,Power BI & Tableau,Bengaluru,30k-50k,57,2026-05-23,13.0,1,N,,0
LD10489,Referral,Digital Marketing,Pune,30k-50k,42,2026-03-29,8.9,1,Y,2026-04-29,39552
LD10490,Referral,Business Analytics,Ahmedabad,30k-50k,49,2026-04-13,37.2,4,N,,0
LD10491,Organic Search,Business Analytics,Pune,15k-30k,36,2025-12-30,20.6,1,N,,0
LD10492,Organic Search,Business Analytics,Delhi NCR,<15k,61,2025-12-29,21.7,5,Y,2026-01-01,11863
LD10493,Referral,Data Science Bootcamp,Chennai,<15k,100,2026-02-26,34.1,1,N,,0
LD10494,Instagram Ads,Power BI & Tableau,Kolkata,15k-30k,42,2025-11-07,1.1,2,N,,0
LD10495,Referral,Business Analytics,Pune,15k-30k,94,2026-01-30,30.9,0,N,,0
LD10496,Google Ads,Full Stack Development,Ahmedabad,15k-30k,54,2026-05-04,17.1,6,N,,0
LD10497,Organic Search,Data Science Bootcamp,Chennai,50k+,47,2026-02-18,14.6,2,N,,0
LD10498,Organic Search,Full Stack Development,Ahmedabad,15k-30k,51,2025-12-15,7.2,4,N,,0
LD10499,Instagram Ads,Power BI & Tableau,Ahmedabad,30k-50k,56,2026-03-07,2.3,3,N,,0
LD10500,Organic Search,Business Analytics,Delhi NCR,15k-30k,12,2025-12-04,109.7,3,N,,0
LD10501,Google Ads,Python for Data Analysis,Chennai,15k-30k,63,2026-04-18,8.8,3,N,,0
LD10502,Google Ads,Full Stack Development,Ahmedabad,50k+,57,2025-11-07,16.6,3,N,,0
LD10503,Instagram Ads,Digital Marketing,Kolkata,50k+,98,2026-02-15,23.9,1,N,,0
LD10504,Referral,Business Analytics,Pune,15k-30k,78,2026-04-03,7.6,2,N,,0
LD10505,LinkedIn,Digital Marketing,Ahmedabad,<15k,50,2025-11-07,9.1,1,N,,0
LD10506,Instagram Ads,Digital Marketing,Hyderabad,<15k,32,2026-04-24,50.5,3,N,,0
LD10507,Referral,Digital Marketing,Pune,<15k,66,2025-12-07,31.8,3,Y,2025-12-11,12039
LD10508,Referral,Digital Marketing,Pune,50k+,38,2026-03-06,49.5,4,N,,0
LD10509,Instagram Ads,Python for Data Analysis,Mumbai,<15k,94,2025-11-13,30.3,1,N,,0
LD10510,Instagram Ads,Python for Data Analysis,Bengaluru,30k-50k,38,2026-02-11,16.5,3,Y,2026-02-24,42610
LD10511,Referral,Python for Data Analysis,Kolkata,<15k,56,2025-12-27,7.8,6,N,,0
LD10512,Instagram Ads,Power BI & Tableau,Mumbai,30k-50k,66,2026-01-28,17.7,2,N,,0
LD10513,Organic Search,Python for Data Analysis,Chennai,<15k,30,2026-05-26,13.3,2,N,,0
LD10514,Instagram Ads,Business Analytics,Chennai,<15k,50,2026-02-11,8.8,1,N,,0
LD10515,Google Ads,Data Science Bootcamp,Pune,30k-50k,57,2026-05-24,8.7,3,N,,0
LD10516,LinkedIn,Business Analytics,Delhi NCR,<15k,40,2026-06-15,14.7,1,N,,0
LD10517,Instagram Ads,Python for Data Analysis,Ahmedabad,15k-30k,45,2026-01-07,3.7,2,N,,0
LD10518,Instagram Ads,Python for Data Analysis,Hyderabad,<15k,50,2025-11-22,2.4,2,N,,0
LD10519,Organic Search,Data Science Bootcamp,Mumbai,30k-50k,78,2025-11-05,53.6,2,N,,0
LD10520,Google Ads,Business Analytics,Hyderabad,50k+,82,2026-03-27,9.7,0,N,,0
LD10521,Instagram Ads,Digital Marketing,Delhi NCR,15k-30k,67,2026-07-30,1.9,5,N,,0
LD10522,Google Ads,Data Science Bootcamp,Mumbai,<15k,75,2026-02-03,46.0,1,N,,0
LD10523,Organic Search,Python for Data Analysis,Hyderabad,50k+,24,2026-04-26,88.1,3,N,,0
LD10524,Instagram Ads,Data Science Bootcamp,Bengaluru,50k+,20,2026-06-01,28.9,4,N,,0
LD10525,LinkedIn,Full Stack Development,Pune,15k-30k,10,2026-04-26,1.1,2,N,,0
